PV_MWdc,BESS_MW,NG_MW,Total_Cost_$,Deficit_kWh,SuccessRate,Season
110.39254410173298,118.60998104005249,0.6804571391252152,25500000.0,132500.7114938137,0.3147644927536232,Spring
109.79874161153764,118.60762754023663,0.6804571391252152,25500000.0,132500.7114938137,0.3147644927536232,Spring
1469.7750771741887,1195.8171494103565,38.46933845151104,373000000.0,2152.19151094177,0.9710144927536232,Spring
1451.9877910407617,1187.117943275397,38.09154198020267,373000000.0,2152.19151094177,0.9710144927536232,Spring
111.40519777820298,107.92866593109386,11.426209824710396,34000000.0,117519.1351191548,0.3292572463768116,Spring
1028.48838963132,1159.0258012973054,12.359405346000413,292500000.0,6138.769631271755,0.948822463768116,Spring
135.33790093599592,151.47586614808756,36.49898791931599,74000000.0,71702.54514754296,0.394927536231884,Spring
274.1610788056667,142.94724726151114,7.039181206178808,56000000.0,99193.7447564107,0.4515398550724637,Spring
447.01475982795057,760.4666842794742,2.081438817063262,160000000.0,50227.08228378643,0.7232789855072463,Spring
150.67679521501498,114.32794279387848,0.905700042341369,36500000.0,117416.9490236875,0.4080615942028986,Spring
346.3041371459335,530.1788225107055,34.5512906810921,131000000.0,52627.06842131219,0.6204710144927537,Spring
448.62052350953127,1182.0790728018817,13.38863586462541,226500000.0,18539.05591896399,0.8709239130434783,Spring
209.44945001140695,101.0598753316492,17.896442583238464,53500000.0,91769.31899911108,0.427536231884058,Spring
302.36896308010864,660.728586929629,37.03661404189923,168500000.0,34948.88879370825,0.7028985507246377,Spring
315.0290289372946,1158.9756973070878,39.92288927680144,241000000.0,14936.25320925902,0.8555253623188406,Spring
339.72904835175507,236.57800976970788,6.587596848026553,70500000.0,91800.93447811436,0.4904891304347826,Spring
448.62052350953127,1182.0790728018817,17.168886623874194,235000000.0,15783.26837009078,0.8781702898550725,Spring
431.5749719407258,101.92554466293684,12.451950979692102,67000000.0,95907.50244085646,0.4778079710144927,Spring
202.7851737640545,431.9605842074524,14.724052925745493,88500000.0,83305.92335366865,0.5262681159420289,Spring
339.3320502112016,101.38952724800362,0.7974293921766287,47500000.0,111447.6909347084,0.4393115942028986,Spring
491.6777235917498,767.3929656202489,28.04108414196295,196500000.0,30548.02780949362,0.7658514492753623,Spring
904.0595153282601,1191.4457371235344,36.76448991822311,307000000.0,3402.878129044346,0.9578804347826086,Spring
278.31634868912806,406.9356826621683,33.411315479592616,116500000.0,58293.18697690006,0.5846920289855072,Spring
340.39870995608493,104.43519553465073,1.1426119235082552,47500000.0,111447.6909347084,0.4393115942028986,Spring
127.83218737571383,149.16115608764977,31.317184097699123,51000000.0,88610.17845053255,0.3609601449275363,Spring
213.05923900470688,489.3256985743359,17.775765409696557,111500000.0,66990.89523906847,0.5683876811594203,Spring
588.1256566950591,1063.666890901934,39.623276496131126,259500000.0,9765.283059360583,0.8967391304347826,Spring
438.4956904482928,125.97609075387597,3.669556174770502,58500000.0,107612.4417679979,0.4615036231884058,Spring
126.00668304837333,125.95487941375166,19.453804437481274,42500000.0,102903.6344755255,0.3455615942028986,Spring
339.72904835175507,353.79929139582646,6.587596848026553,99500000.0,77153.24139454277,0.5593297101449275,Spring
926.5937800478264,1191.534802382239,37.99707282032314,307000000.0,3402.878129044346,0.9578804347826086,Spring
139.49149438641956,101.92554466293684,11.353093996510909,34000000.0,117519.1351191548,0.3292572463768116,Spring
469.09927735939976,1049.3070344911594,34.64558963755539,225500000.0,19307.30766422946,0.8419384057971014,Spring
387.5810001350585,852.7006859332824,6.284825253949845,183000000.0,37205.43974903839,0.771286231884058,Spring
212.33642547740487,124.22784460136259,6.542528530982886,45000000.0,104490.5703799446,0.4193840579710145,Spring
364.1342882038475,396.6351201932081,33.85092339957176,127500000.0,55475.0377645023,0.6077898550724637,Spring
357.89834126157143,1001.2962839123289,31.690547971377153,214500000.0,22190.17642637948,0.8215579710144928,Spring
491.23909960709153,1195.8171494103565,32.15626833153013,254500000.0,9940.139337565255,0.9094202898550724,Spring
680.8611791321506,1153.3863694483978,36.757561785598874,285000000.0,4841.92097411189,0.9420289855072465,Spring
321.8168193361965,686.4545912388174,17.576286381708666,151500000.0,48684.89469279126,0.6784420289855072,Spring
484.7019112581794,897.2932998500609,32.42690768586082,211000000.0,24910.71591125678,0.8034420289855072,Spring
150.98287430472087,203.79356997242047,38.37804933076451,85000000.0,62251.21355490774,0.4855072463768116,Spring
350.6253907895769,678.3542366796186,17.576286381708666,162500000.0,44945.53109965041,0.7056159420289855,Spring
680.8611791321506,1153.3863694483978,34.920233259476134,276500000.0,6185.647111599595,0.9370471014492754,Spring
206.3182475237625,383.76999871130187,17.775765409696557,97000000.0,72936.66371920609,0.5348731884057971,Spring
178.08520332273045,313.10669670171757,33.166376383253336,91000000.0,68211.49130190056,0.5122282608695652,Spring
127.83218737571383,149.16115608764977,36.49003859885758,59500000.0,74621.14240562599,0.3727355072463768,Spring
423.66058171601287,595.0876833693027,34.64558963755539,156500000.0,44084.94525090859,0.677536231884058,Spring
503.67996738391105,530.1788225107055,34.5512906810921,153000000.0,47564.43232741964,0.6567028985507246,Spring
467.89736367096225,359.95422311043853,11.69527618103221,121500000.0,70698.72748302175,0.5982789855072463,Spring
240.91429427732413,247.99369755535236,33.166376383253336,76500000.0,73716.21512049939,0.4750905797101449,Spring
490.5709989719534,659.4985390686795,33.6029808689905,182000000.0,36199.66246973741,0.7282608695652174,Spring
515.2499415499117,315.40398220519296,33.814989158495116,124000000.0,59585.0779252182,0.5874094202898551,Spring
