NetPV_MW_mean,NetPV_MW_std,NetPV_MW_max,NetPV_MW_min,NetPV_MW_ramp_std,NetPV_MW_ramp_max,Charge_MW_mean,Charge_MW_std,Charge_MW_max,Charge_MW_min,Charge_MW_ramp_std,Charge_MW_ramp_max,Discharge_MW_mean,Discharge_MW_std,Discharge_MW_max,Discharge_MW_min,Discharge_MW_ramp_std,Discharge_MW_ramp_max,NG_MW_mean,NG_MW_std,NG_MW_max,NG_MW_min,NG_MW_ramp_std,NG_MW_ramp_max,Unmet_MW_mean,Unmet_MW_std,Unmet_MW_max,Unmet_MW_min,Unmet_MW_ramp_std,Unmet_MW_ramp_max,SOC_MWh_mean,SOC_MWh_std,SOC_MWh_max,SOC_MWh_min,SOC_MWh_ramp_std,SOC_MWh_ramp_max,unmet_hours,deficit_kWh,PV_MWdc,BESS_MW,NG_MW,Season,BESS_MWh,SuccessRate,Unmet_h,Deficit_kWh,PV_MWh,NG_MWh,PV_Cost,BESS_Cost,NG_Cost,Total_Cost_$,PV_Utilization,BESS_Utilization,NG_Utilization,BESS_Cycles
227.08863176164854,255.7408205223508,645.495299,0.0,105.34605388726145,408.566612,17.64805663993404,51.10818479916641,200.0,0.0,47.819170762581905,200.0,16.555344598840634,35.99630339175095,106.60035817780522,0.0,25.24381588688034,106.60035817780522,3.636164050759719,4.798957481116246,10.0,0.0,2.8798488518790113,10.0,28.91772875794615,40.91412139282074,90.0,0.0,22.476754444768964,90.0,202.99403669618616,181.87574691522036,399.9999999999997,0.0,64.37678676328497,187.61663039293725,795,63850.3450975451,400,400,10,Summer,36554.20087424012,0.6399456521739131,795,63850.3450975451,462444.7898687456,8028.65022407746,44000000,58000000,8500000,110500000,0.5236014378042863,0.04138836149710158,0.3636164050759719,91.38550218560029
97.46826784670371,153.37758213933893,551.055471,0.0,75.83955970918856,354.20299359999996,16.455586654033194,48.50691079009939,200.0,0.0,45.78082804063028,200.0,15.43670859584348,35.47331273917285,106.60035817780522,0.0,25.218866638432843,106.60035817780522,5.575970724485106,4.955027239088028,10.0,0.0,2.8523044592949374,10.0,45.73146756029901,43.7407333278571,90.0,0.0,22.065845066423744,90.0,125.68224784761736,166.47586618605615,399.99999999002193,0.0,61.703099066700155,187.61663039293725,1195,98779.96993024586,400,400,10,Winter,33343.29056702192,0.4467592592592592,1195,98779.96993024586,174987.3913761683,12044.09676488783,44000000,58000000,8500000,110500000,0.2025317029816763,0.0385917714896087,0.5575970724485105,83.3582264175548
555.40014467375,785.8148012650311,2294.29154975,0.0,360.4525161849676,1634.8885759999998,44.2405528803178,79.74062339531358,200.0,0.0,48.54368529780727,200.0,41.58929252973036,50.61030900352824,106.60035817780522,0.0,25.745879660565922,106.60035817780522,2.0208371407095878,4.008977955444999,10.0,0.0,2.86909979278744,10.0,15.547395263490296,32.66155012895396,90.0,0.0,22.226085172180156,90.0,494.4839837842243,384.1249844251723,999.9999997839916,0.0,107.74544906094837,187.6166303929374,437,33955.51125546281,1600,1000,10,Fall,90831.0148849311,0.799908424908425,437,33955.51125546281,1116372.548476856,4413.508315309739,176000000,145000000,8500000,329500000,0.3194747448708951,0.04158929252973036,0.2020837140709588,90.8310148849311
763.4337141392754,963.0764785847848,2663.34106975,0.0,420.16513607164813,1726.2600368,44.41679792185824,79.77491721874769,200.0,0.0,48.63054177726924,200.0,41.610728352646575,50.560504371016094,106.60035817780522,-7.275957614183426e-15,25.608259154997242,106.60035817780522,1.1446279142392346,3.1719572411717487,10.0,0.0,2.861372876555767,10.0,7.693513428966281,23.308380842115675,90.0,0.0,21.143649635769133,90.0,582.3771000567835,375.4126385049355,999.999999999172,-7.275957614183426e-15,107.81645134011713,187.6166303929374,248,16987.27765115755,1600,1000,10,Spring,91876.48820264364,0.8876811594202898,248,16987.27765115755,1587589.351008057,2527.33843464023,176000000,145000000,8500000,329500000,0.4493855726358857,0.04161072835264658,0.1144627914239235,91.87648820264364
909.7159739368795,1023.8126962837682,2584.29890975,0.0,421.47514963109256,1634.2664480000003,44.416815804762784,80.0697140440678,200.0,0.0,49.19252699122722,200.0,41.71494571818968,50.49963949221757,106.60035817780522,0.0,25.3238748546085,106.60035817780522,0.7241570575805987,2.5840036193182234,10.0,0.0,2.8734801220336124,10.0,3.999019415033452,16.06624086877376,90.0,0.0,18.332636336179277,90.0,629.6214463771439,361.72491528267466,999.999999999172,0.0,108.02045842460255,187.6166303929374,157,8829.834868393862,1600,1000,10,Summer,92106.60014576282,0.9288949275362319,157,8829.834868393862,1910580.541155714,1598.938783137962,176000000,145000000,8500000,329500000,0.540811973832573,0.04171494571818968,0.07241570575805988,92.10660014576281
390.8312743399398,614.3747221637112,2206.53959775,0.0,303.4452583004129,1416.8119744,44.188752142540594,79.82118911066544,200.0,0.0,49.67501991183206,200.0,41.29050540063824,50.47087456862772,106.60035817780522,0.0,25.374494733631913,106.60035817780522,2.6208289466863257,4.392439976900168,10.0,0.0,2.8633510137360627,10.0,20.169774162664368,36.14285125028588,90.0,0.0,21.618307597321163,90.0,441.08664868699384,379.8564062536937,999.9999436553042,0.0,107.76959474144901,281.8640946806218,562,43566.712191355036,1600,1000,10,Winter,89187.49166537859,0.7398148148148148,562,43566.71219135504,748747.8479463824,5660.990524842464,176000000,145000000,8500000,329500000,0.2166515763733745,0.04129050540063824,0.2620828946686326,89.18749166537859
659.576713873322,933.1879298344477,2724.556739789474,0.0,428.0419018569791,1941.4301839999998,48.71460200352611,82.98604112263898,200.0,0.0,49.41681586449875,200.0,45.78448222013926,51.43752191504685,106.60035817780522,0.0,25.885653222850316,106.60035817780522,4.633711781999161,10.786876794786174,30.0,0.0,8.524468138376537,30.0,8.70112955016575,22.03325505070333,70.0,0.0,17.64143390743536,70.0,559.8581249533288,407.78037992049684,1099.999999435123,0.0,113.54010567851607,187.6166303929374,327,19003.266937561995,1900,1100,30,Fall,99993.30916878415,0.8502747252747253,327,19003.266937562,1334122.852323634,10120.02653188617,209000000,159500000,25500000,394000000,0.3215063746683137,0.04162225656376297,0.154457059399972,90.90300833525832
906.624016225905,1143.6842688163438,3162.8030447894735,0.0,498.94933067607786,2049.9337937000005,48.60817160283892,82.7103469700328,200.0,0.0,48.95578178928226,200.0,45.550227676574785,51.532386007413756,106.60035817780522,0.0,26.440504489098714,106.60035817780522,1.9953500558505932,7.3887162435400615,30.0,0.0,7.526452815901399,30.0,2.818029251450368,12.385783179643871,70.0,0.0,13.224090416013293,70.0,658.1424423303371,393.7045279858166,1099.9999999986426,0.0,113.27122381371203,187.6166303929374,136,6222.208587202413,1900,1100,30,Spring,100574.9027098771,0.9384057971014492,136,6222.208587202413,1894498.98492773,4405.73292331811,209000000,159500000,25500000,394000000,0.4515872866437191,0.04140929788779526,0.06651166852835311,91.43172973625192
1080.337956924306,1215.8089313069156,3068.9404797894736,0.0,500.50511552757604,1940.6914069999998,47.9773804291666,82.4927211650047,200.0,0.0,49.17528489047338,200.0,45.055051403982134,51.650197039302526,106.60035817780522,-7.275957614183426e-15,27.1912197424449,106.60035817780522,0.698547448377217,4.360560917273702,30.0,0.0,5.086727060518451,30.0,0.5504551467769077,5.071968247452381,70.0,0.0,5.959301556137386,70.0,712.1493865692804,374.76449797844117,1099.9999999989943,-7.275957614183426e-15,112.74911998201006,187.6166303929374,39,1215.404964083412,1900,1100,30,Summer,99481.55349999254,0.9823369565217391,39,1215.404964083412,2279452.152901268,1542.392766016895,209000000,159500000,25500000,394000000,0.543347671839547,0.04095913763998375,0.02328491494590723,90.43777590908412
464.1474963083009,729.6018962008718,2620.351296789474,0.0,360.3444828828342,1682.4642196,48.70180276058643,83.0363369177009,200.0,0.0,49.74764962037297,200.0,45.469417529808425,51.33585244249223,106.60035817780522,0.0,25.571744359934993,106.60035817780522,6.267057937910872,12.086031590880378,30.0,0.0,8.323946871167822,30.0,12.167441432360892,25.589691089965225,70.0,0.0,17.56481256071453,70.0,500.4661218611649,405.51612924706797,1099.9999908768443,0.0,113.57206968504732,294.71880952988425,433,26281.67349389953,1900,1100,30,Winter,98213.9418643862,0.799537037037037,433,26281.67349389953,897362.6980630632,13536.84514588748,209000000,159500000,25500000,394000000,0.2186556281830076,0.04133583411800766,0.2089019312636957,89.28540169489655
33.876445712591575,48.3992150184341,141.541616,0.0,22.42128396328816,102.18053599999999,3.7335180453296704,9.218256293772848,41.541616000000005,0.0,5.231944379579655,35.70517800000002,3.5023503758798906,16.04172810409117,106.60035817780522,-7.275957614183426e-15,14.85035693970964,103.25173899258584,0.0,0.0,0.0,0.0,0.0,0.0,66.57157645284796,43.32720658826767,100.0,0.0,20.561865460995964,98.19868099999998,20.24966604758627,52.13237196115452,310.3335932963853,-7.275957614183426e-15,18.889479392983784,106.60035817780526,1703,145392.32297301997,100,600,0,Fall,7649.133220921681,0.2202380952380952,1704,145392.32297302,65832.1540253,0.0,11000000,87000000,0,98000000,0.301429276672619,0.005837250626466484,0.0,12.7485553682028
46.7143811977808,59.520777034481874,164.607211,0.0,26.189331046562955,107.8912523,9.919650512681159,18.66029684918749,64.607211,0.0,10.33551941193797,57.91772399999999,9.305457019324054,26.805049027475764,106.60035817780522,0.0,20.172463076321428,104.28947906707835,0.0,0.0,0.0,0.0,0.0,0.0,54.47597686374095,46.36518580510044,100.0,0.0,21.49805675854016,98.56930384000002,64.47881362946774,115.78849645012338,541.2488962163065,0.0,34.62164730053062,106.60035817780528,1386,120282.95691514,100,600,0,Spring,20546.44909866751,0.3722826086956522,1387,120282.95691514,81242.7653527,0.0,11000000,87000000,0,98000000,0.3679473068509964,0.01550909503220676,0.0,34.24408183111252
55.780256639266305,63.30293939599231,159.667076,0.0,26.259956904782314,102.14165299999999,13.114418846467391,19.870099179954526,59.66707600000001,0.0,10.267104519224036,52.180986000000004,12.302415367679213,30.493076925153883,106.60035817780522,0.0,22.269063685527893,106.13361119585268,0.0,0.0,0.0,0.0,0.0,0.0,45.79347362230978,47.12371628255644,100.0,0.0,21.983971748366613,99.56215251999996,88.99267353928653,127.53026473091614,558.1192766797602,0.0,39.757827134229494,106.60035817780525,1153,101111.98975806,100,600,0,Summer,27163.7331318357,0.4778079710144927,1154,101111.98975806,94206.16984650001,0.0,11000000,87000000,0,98000000,0.4266583779279892,0.02050402561279869,0.0,45.2728885530595
23.67278055060185,37.704976922846434,136.057119,0.0,18.881198915458665,88.5507484,0.8533095671296296,4.136460406208821,36.057119,0.0,2.8479117282676594,34.110974999999996,0.8004753283345845,6.687543117473857,102.96628736770676,-3.637978807091713e-15,7.5599379009510885,99.12533493992495,0.0,0.0,0.0,0.0,0.0,0.0,76.4296165974537,36.38469057943631,100.0,0.0,18.624048526346645,96.14892436,3.2802544673537852,15.942505973417873,172.9489217029532,-3.637978807091713e-15,7.816015931133264,102.96628736770678,2012,165087.9718505,100,600,0,Winter,1729.026709202702,0.06851851851851852,2012,165087.9718505,49290.0573243,0.0,11000000,87000000,0,98000000,0.2281947098347222,0.001334125547224308,0.0,2.881711182004504
381.76377444416295,540.1855563777021,1577.163721454545,0.0,247.80252780532786,1123.985896,58.276247802222265,87.40948037238292,200.0,0.0,48.00809128450207,200.0,54.7614870531255,52.27191949113136,106.60035817780522,0.0,27.161070835503672,106.60035817780522,2.9481459881902046,10.281804215060458,40.0,0.0,8.839477561327316,40.0,3.045801505500309,12.3378544229351,60.0,0.0,10.488042811230146,60.0,704.1692739514791,464.41783970201556,1399.9999923920368,0.0,124.27869727250207,187.61663039293762,143,6652.030488012675,1100,1400,40,Fall,119599.0877240261,0.9345238095238095,143,6652.030488012675,706496.7581859984,6438.750838207407,121000000,203000000,34000000,358000000,0.2940795696744915,0.03911534789508964,0.07370364970475511,85.42791980287578
524.7727877106543,662.0565574670511,1830.8852664545457,0.0,288.85742524914843,1186.8037752999999,55.10137969214494,85.88772568410165,200.0,0.0,48.41608565557363,200.0,51.62096810255671,52.21429764984028,106.60035817780522,0.0,27.223705635398204,106.60035817780522,0.14094225848478045,2.2182899290028595,40.0,0.0,1.7199079910790638,40.0,0.15549928580537026,2.9964635054338755,60.0,0.0,2.228164578078977,60.0,878.0004367956036,431.26809712430463,1399.9999999984907,0.0,120.64745797684476,187.61663039293762,6,343.3424230582575,1100,1400,40,Spring,113979.0975704452,0.9972826086956522,6,343.3424230582575,1037034.468904869,311.2005067343952,121000000,203000000,34000000,358000000,0.426974007289554,0.03687212007325479,0.003523556462119511,81.41364112174658
625.3347368183992,703.8119428563986,1776.5437814545455,0.0,289.75778773099285,1123.5581829999999,50.572957743479776,83.67042688493174,200.0,0.0,49.14933322400491,200.0,47.489918759006116,51.938151697904615,106.60035817780522,0.0,27.26595337963688,106.60035817780522,0.05434782608695652,1.473417577361517,40.0,0.0,1.2041312363840937,40.0,0.0522596832199285,1.572820485427772,60.0,0.0,1.3941228534346026,45.230285595852415,971.039584242422,396.45805519610013,1399.9999999986912,0.0,115.60766031208365,187.61663039293762,3,115.38938054960212,1100,1400,40,Summer,104857.7406198855,0.998641304347826,3,115.3893805496021,1269074.008197422,120.0,121000000,203000000,34000000,358000000,0.5225107082499267,0.03392137054214722,0.001358695652173913,74.89838615706107
268.6296422819811,422.32227988160133,1516.8342544545455,0.0,208.61249779478172,974.0582324000001,58.34340445580714,87.78121528825297,200.0,0.0,50.059787546370806,200.0,54.398370170132026,51.99019869886419,106.60035817780522,0.0,25.896014748660406,106.60035817780522,5.506909767621575,13.629692444824748,40.0,0.0,11.134560144277405,40.0,5.933769836621468,16.808239884321587,60.0,0.0,13.560765165113969,60.0,611.1969310071203,458.87949191766404,1399.9794238842132,0.0,124.39070842355049,265.74332173155295,281,12816.942847102371,1100,1400,40,Winter,117500.4795674852,0.8699074074074075,281,12816.94284710237,454218.2737045357,11894.9250980626,121000000,203000000,34000000,358000000,0.1911693071147036,0.03885597869295145,0.1376727441905393,83.92891397677512
520.6739795814484,736.6898850188478,2150.8684133333336,0.0,337.9226466688228,1532.70804,13.329711587212328,43.55574074281626,200.0,0.0,46.52970529976343,200.0,12.50437786051234,32.62737688938264,106.60035817780522,0.0,26.911577268884983,106.60035817780522,0.0,0.0,0.0,0.0,0.0,0.0,44.98029359588899,48.81712573460954,100.0,0.0,25.541166164667917,100.0,129.91911798394773,139.10032458761427,299.99999999999426,0.0,55.20969620013624,187.61663039293722,1059,98236.96121342154,1500,300,0,Fall,27309.56124735895,0.5151098901098901,1061,98236.96121342154,1108039.881299412,0.0,165000000,43500000,0,208500000,0.3382295119961574,0.04168125953504113,0.0,91.03187082452983
715.702849093999,902.8733730658361,2496.8523383333336,0.0,393.90368503157544,1618.3687845,13.325044770801092,43.50914915535565,200.0,0.0,46.849628664856866,200.0,12.499999998663645,32.44234744717287,106.60035817780522,0.0,26.558764513864265,106.60035817780522,0.0,0.0,0.0,0.0,0.0,0.0,36.28128522138857,47.08274041580138,100.0,0.0,25.371979930048315,100.0,155.96597665427834,140.24175103968602,300.0,0.0,55.06595814890781,187.61663039293722,876,80109.07776882597,1500,300,0,Spring,27599.99999704933,0.6032608695652174,877,80109.07776882597,1550850.191945621,0.0,165000000,43500000,0,208500000,0.4682518695487987,0.04166666666221215,0.0,91.99999999016444
852.8411534730676,959.8134358326661,2422.7503133333335,0.0,395.1317724616954,1532.124795,13.325044772221517,44.16242620003136,200.0,0.0,47.95525071489572,200.0,12.499999999996122,32.34894611065446,106.60035817780522,-1.8189894035458565e-15,26.388493393335,106.60035817780522,0.0,0.0,0.0,0.0,0.0,0.0,32.258495351109325,45.74241129574067,100.0,0.0,25.45358749320337,100.0,169.94897247708485,139.12954801373274,300.0,-1.8189894035458565e-15,55.467370739125805,187.61663039293722,783,71226.75773524938,1500,300,0,Summer,27599.99999999144,0.6453804347826086,784,71226.75773524938,1853651.568011468,0.0,165000000,43500000,0,208500000,0.5596774058005641,0.04166666666665374,0.0,91.99999999997145
366.3919522401466,575.9651396101978,2068.6009583333334,0.0,284.4787972681636,1328.261226,13.325042293434977,44.02277023953547,200.0,0.0,47.66533948097914,200.0,12.499997674688233,32.51500257556142,106.60035817780522,-1.8189894035458565e-15,26.64384984110723,106.60035817780522,0.0,0.0,0.0,0.0,0.0,0.0,49.963469460380615,48.86246797240634,100.0,0.0,24.693004066831588,100.0,114.29247522030555,135.98636412337316,299.9999999984969,-1.8189894035458565e-15,55.467047953166414,187.61663039293722,1163,107921.09403442213,1500,300,0,Winter,26999.99497732658,0.4615740740740741,1166,107921.0940344221,762624.5254848971,0.0,165000000,43500000,0,208500000,0.2353779399644744,0.04166665891562744,0.0,89.99998325775528
624.8514583175387,884.0637786742919,2581.135595777778,0.0,405.5121375987877,1839.2496479999995,59.806282992688786,88.74616070806557,200.0,0.0,49.002287279577224,200.0,56.19245798614917,52.30970643286459,106.60035817780522,0.0,27.47580538385601,106.60035817780522,0.9901829821677908,4.307368242713408,20.0,0.0,4.218081900911007,20.0,2.6681054449148114,13.110455937285412,80.0,0.0,12.992092479915776,80.0,748.1643427918273,458.0614100542478,1399.999993073975,0.0,126.38971101186635,187.61663039293762,104,5827.142291693948,1800,1400,20,Fall,122724.3282417498,0.9523809523809523,104,5827.142291693948,1234058.662909472,2162.559633054455,198000000,203000000,17000000,418000000,0.3139139862915833,0.04013746999010655,0.04950914910838954,87.66023445839271
858.8942340094173,1083.4818840679684,2996.316305777778,0.0,472.6879545000668,1942.0425414000001,54.17852168523608,86.01063713715408,200.0,0.0,49.282800686416934,200.0,50.773135075596684,52.41757905253096,106.60035817780522,0.0,27.864272189176493,106.60035817780522,0.009057971014492766,0.42553187125167924,20.0,0.0,0.6020656181920468,20.0,0.0041355019266503005,0.19428058122473194,9.131188254043863,0.0,0.27487872504994376,9.131188254043863,915.1108453383889,418.9084340609329,1399.9999999986237,0.0,120.08352569492247,187.61663039293762,1,9.131188254043863,1800,1400,20,Spring,112107.0822469175,0.9995471014492754,1,9.131188254043863,1776812.292811792,20.00000000000003,198000000,203000000,17000000,418000000,0.4470642846245451,0.03626652505399763,0.0004528985507246383,80.07648731922677
1023.464306817943,1151.8104010723523,2907.393875777778,0.0,474.16181657304753,1838.549754,49.508542450847955,83.58601658667042,200.0,0.0,49.66577529909917,200.0,46.491408703506195,52.00220242028409,106.60035817780522,0.0,27.74832613769818,106.60035817780522,7.240584943207542e-18,2.1704316792243405e-16,7.105427357601002e-15,0.0,3.0718571340234555e-16,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,1000.1671879155016,383.0942005145315,1399.9999999989564,82.39366198985114,114.76798680874023,187.6166303929375,0,0.0,1800,1400,20,Summer,102653.0304173417,1.0,0,0.0,2150494.327722546,1.598721155460225e-14,198000000,203000000,17000000,418000000,0.5410865357594972,0.033208149073933,3.620292471603771e-19,73.32359315524405
439.70899792037756,691.1930567553793,2482.414649777778,0.0,341.37809671756537,1593.9134712000002,60.911368188298866,89.3023812381369,200.0,0.0,49.44197666446305,200.0,56.7869156970618,51.95769364557721,106.60035817780522,0.0,26.15651400641101,106.60035817780522,2.079577099995386,6.027922926403658,20.0,0.0,5.537421487204521,20.0,5.879262128851367,19.325919038656572,80.0,0.0,18.311541197400743,80.0,657.1116166948235,458.4890412091404,1399.9804243616106,0.0,127.47527676290228,295.77714436336646,210,12699.206198318952,1800,1400,20,Winter,122659.7379056535,0.9027777777777778,211,12699.20619831895,818202.8802212899,4491.886535990034,198000000,203000000,17000000,418000000,0.2104431276289326,0.04056208264075842,0.1039788549997693,87.6140985040382
